Match_ID,Hometeam,Awayteam,Hometeam Score,Awayteam Score,Home_Possession,Away_Possession,Home_Shots_on_target,Away_Shots_on_target,Home_Total_Shots,Away_Total_Shots,Home_Touches,Away_Touches,Home_Passes,Away_Pasees,Home_Takles,Away_Takles,Home_Clearance,Away_Clearance,Home_Corners,Away_Corners,Home_Offsides,Away_Offsides,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Fouls_Conceded,Away_Fouls_Conceded
8234,Chelsea,Everton,2,1,43.5,56.5, 6,7,23,20,387,524,387,524,23,22,17,29,7,4,1,1,2,1,0,0,8,9
8235,Liverpool,Queens Park Rangers,1,0,66.4,33.6, 8,0,28,11,607,311,607,311,14,24,10,42,14,0,2,1,1,3,0,0,7,4
8236,Manchester City,Norwich City,2,3,60.3,39.7, 3,7,14,17,497,317,497,317,17,14,25,24,7,7,2,2,1,0,0,0,11,9
8237,Newcastle United,Arsenal,0,1,50.7,49.3, 1,2,7,10,467,458,467,458,20,32,24,18,4,4,2,2,1,2,0,0,18,10
8238,Southampton,Stoke City,1,1,63,37, 7,3,12,8,522,296,522,296,20,17,31,35,3,4,3,2,0,2,0,0,10,7
8239,Swansea City,Fulham,0,3,64.4,35.6, 10,5,27,9,654,367,654,367,20,18,5,44,8,0,5,1,2,1,0,0,12,10
8240,Tottenham Hotspur,Sunderland,1,0,68.2,31.8, 14,3,35,8,467,222,467,222,18,24,37,43,14,1,4,2,1,2,0,1,7,14
8241,West Bromwich Albion,Manchester United,5,5,35.4,64.6, 6,6,19,15,321,601,321,601,19,15,15,20,3,5,4,2,0,1,0,0,12,8
8242,West Ham United,Reading,4,2,48.4,51.6, 10,6,21,17,352,369,352,369,17,15,32,26,6,4,5,0,2,1,0,0,13,10
8243,Wigan Athletic,Aston Villa,2,2,54,46, 4,3,17,8,512,432,512,432,25,15,22,13,4,2,2,4,2,1,0,0,11,13
8232,Arsenal,Wigan Athletic,4,1,47.5,52.5, 10,2,21,11,452,513,452,513,24,13,14,18,7,4,2,5,0,2,0,0,12,11
8233,Reading,Manchester City,0,2,38.7,61.3, 7,11,12,30,361,597,361,597,12,12,26,21,4,10,1,2,0,1,0,0,7,8
8230,Stoke City,Tottenham Hotspur,1,2,32.7,67.3, 1,7,6,25,231,516,231,516,25,11,31,53,2,11,0,4,3,1,1,0,12,6
8225,Everton,West Ham United,2,0,64.7,35.3, 7,2,28,7,493,264,493,264,11,18,24,31,7,1,3,0,1,2,0,0,7,12
8226,Fulham,Liverpool,1,3,48.4,51.6, 5,7,10,20,513,544,513,544,14,23,26,24,7,8,3,2,0,1,0,0,1,11
8228,Norwich City,West Bromwich Albion,4,0,48.1,51.9, 7,4,12,8,409,451,409,451,16,17,13,36,8,2,2,2,2,1,0,0,11,7
8229,Queens Park Rangers,Newcastle United,1,2,56.2,43.8, 2,4,10,11,445,360,445,360,22,24,18,27,2,2,7,4,1,2,0,1,9,10
8231,Sunderland,Southampton,1,1,36,64, 2,8,6,17,274,510,274,510,24,14,47,32,3,10,1,1,0,2,0,0,9,10
8227,Manchester United,Swansea City,2,1,52.1,47.9, 6,2,15,9,557,507,557,507,11,7,20,29,7,5,2,0,0,0,0,0,5,7
8224,Aston Villa,Chelsea,1,2,43.2,56.8, 2,7,15,15,371,500,371,500,19,12,32,30,6,7,4,2,1,2,1,1,13,8
8223,Chelsea,Tottenham Hotspur,2,2,44.1,55.9, 5,5,15,14,335,437,335,437,29,21,22,44,6,5,3,3,1,2,0,0,6,17
8221,Manchester City,West Bromwich Albion,1,0,53.6,46.4, 7,7,24,20,438,378,438,378,15,12,39,26,6,8,0,1,2,1,0,0,10,10
8222,Wigan Athletic,Swansea City,2,3,53.3,46.7, 8,4,16,12,488,427,488,427,19,24,13,28,4,4,1,1,2,2,0,0,15,13
8220,Sunderland,Stoke City,1,1,47.6,52.4, 3,3,15,12,331,367,331,367,17,17,23,23,5,6,0,3,2,2,1,0,8,11
8218,Liverpool,Everton,0,0,54.8,45.2, 3,2,15,11,451,366,451,366,23,33,19,31,3,5,3,1,1,2,0,0,10,11
8219,Manchester United,Chelsea,0,1,48.7,51.3, 2,3,10,17,393,414,393,414,15,16,32,18,2,7,5,2,2,1,1,0,14,10
8211,Fulham,Reading,2,4,49,51, 10,10,22,21,409,437,409,437,18,13,25,27,3,3,2,3,2,1,0,0,16,10
8212,Norwich City,Aston Villa,1,2,53.7,46.3, 2,4,9,13,386,342,386,342,11,15,20,49,6,5,2,1,2,3,0,0,16,13
8214,Swansea City,Manchester City,0,0,38.1,61.9, 1,3,7,12,388,640,388,640,17,8,22,17,4,4,2,2,0,0,0,0,9,10
8215,Tottenham Hotspur,Southampton,1,0,49.5,50.5, 1,3,6,8,393,407,393,407,18,21,43,30,5,5,5,2,1,1,0,0,10,10
8216,West Bromwich Albion,Wigan Athletic,2,3,47.9,52.1, 8,5,18,14,393,426,393,426,20,16,21,29,7,5,0,1,4,3,0,0,9,9
8217,West Ham United,Newcastle United,0,0,45.8,54.2, 3,3,10,12,272,342,272,342,16,16,31,47,7,3,6,4,1,1,0,0,13,13
8213,Queens Park Rangers,Arsenal,0,1,41.2,58.8, 4,7,13,12,399,582,399,582,23,22,31,25,3,7,5,5,2,1,0,0,8,9
8210,Aston Villa,Sunderland,6,1,55.5,44.5, 11,2,16,10,474,376,474,376,18,22,18,38,4,4,2,1,0,3,0,1,10,15
8209,Reading,Queens Park Rangers,0,0,46.1,53.9, 5,2,16,15,311,387,311,387,14,12,32,33,9,7,1,2,0,2,0,0,12,16
8208,Chelsea,Swansea City,2,0,51.8,48.2, 8,3,24,13,536,497,536,497,16,15,16,39,6,3,3,1,1,3,0,0,9,11
8207,Arsenal,Manchester United,1,1,51.8,48.2, 6,4,19,12,499,464,499,464,18,15,19,43,7,2,1,1,3,5,0,0,11,12
8201,Everton,Fulham,1,0,53.9,46.1, 4,0,21,6,420,364,420,364,23,14,21,34,7,2,4,4,1,3,0,0,12,17
8204,Southampton,West Bromwich Albion,0,3,61.7,38.3, 3,8,17,10,450,272,450,272,14,16,24,31,7,6,2,4,2,2,2,1,9,11
8203,Newcastle United,Liverpool,0,6,53.2,46.8, 2,9,11,16,565,504,565,504,21,31,30,24,5,7,2,5,2,2,1,0,14,6
8202,Manchester City,West Ham United,2,1,62,38, 8,3,17,11,554,315,554,315,19,25,41,28,9,4,3,2,1,3,0,0,9,7
8205,Stoke City,Norwich City,1,0,47.5,52.5, 3,0,12,6,337,373,337,373,14,14,19,49,6,3,4,1,4,2,0,0,10,10
8206,Wigan Athletic,Tottenham Hotspur,2,2,39,61, 5,3,7,15,325,525,325,525,22,15,31,30,3,3,1,5,3,1,0,0,13,11
8200,Manchester United,Aston Villa,3,0,51.9,48.1, 4,4,12,9,553,528,553,528,25,23,15,20,5,3,4,0,1,0,0,0,10,6
8199,Tottenham Hotspur,Manchester City,3,1,45.3,54.7, 6,4,11,11,394,488,394,488,24,20,30,31,4,5,4,2,3,2,0,0,12,10
8198,Liverpool,Chelsea,2,2,57,43, 8,5,21,11,499,385,499,385,18,24,24,22,8,5,1,1,5,3,0,0,9,13
8191,Fulham,Arsenal,0,1,28.8,71.2, 3,3,7,11,285,768,285,768,17,14,19,24,7,3,8,3,0,2,1,1,12,9
8192,Norwich City,Reading,2,1,45.5,54.5, 8,2,20,16,349,422,349,422,13,14,22,25,8,8,5,2,2,3,0,0,9,11
8193,Queens Park Rangers,Stoke City,0,2,48.9,51.1, 5,4,23,14,267,269,267,269,21,25,35,20,5,5,4,2,1,2,0,0,9,15
8194,Sunderland,Everton,1,0,36.4,63.6, 4,2,8,11,248,429,248,429,20,21,33,25,3,10,1,3,1,2,0,0,8,15
8195,Swansea City,Southampton,0,0,54.7,45.3, 3,4,14,9,502,426,502,426,23,22,30,25,7,2,3,0,0,0,0,0,13,13
8196,West Bromwich Albion,Newcastle United,1,1,57.2,42.8, 4,6,11,10,363,284,363,284,14,28,22,60,15,2,6,1,0,2,0,0,9,11
8197,West Ham United,Wigan Athletic,2,0,36.6,63.4, 8,8,20,19,268,480,268,480,14,19,45,17,3,6,4,2,3,1,0,0,14,12
8189,Manchester City,Wigan Athletic,1,0,50.4,49.6, 2,4,12,10,461,456,461,456,15,21,13,12,5,4,6,2,2,1,0,0,12,6
8190,West Ham United,Manchester United,2,2,33.5,66.5, 2,6,12,17,292,598,292,598,15,20,28,35,2,5,2,1,1,0,0,0,9,7
8188,Fulham,Chelsea,0,3,52.8,47.2, 2,7,11,17,469,415,469,415,23,24,17,21,6,5,3,0,2,1,0,0,14,13
8187,Arsenal,Everton,0,0,56.8,43.2, 2,2,11,12,507,389,507,389,19,33,18,35,8,1,1,2,2,3,0,0,11,13
8185,Newcastle United,Sunderland,0,3,65.8,34.2, 5,6,19,10,375,186,375,186,17,22,37,39,10,9,4,2,3,2,0,0,14,7
8186,Stoke City,Manchester United,0,2,42.2,57.8, 3,4,13,11,343,472,343,472,21,19,17,38,3,7,0,2,1,1,0,0,9,9
8180,Arsenal,Norwich City,3,1,67.9,32.1, 7,4,14,5,616,287,616,287,25,19,15,38,9,3,3,4,1,2,0,0,10,11
8181,Aston Villa,Fulham,1,1,48.7,51.3, 4,0,18,10,439,475,439,475,19,15,17,40,8,5,5,2,1,2,0,0,5,15
8182,Everton,Queens Park Rangers,2,0,60.2,39.8, 5,3,13,10,399,276,399,276,26,24,12,52,13,5,2,6,3,3,0,0,6,13
8183,Reading,Liverpool,0,0,39.9,60.1, 2,11,9,28,307,503,307,503,16,19,21,35,4,9,2,6,2,1,0,0,12,9
8184,Southampton,West Ham United,1,1,61.2,38.8, 5,3,19,8,429,268,429,268,23,14,39,43,7,4,3,4,2,3,0,0,12,17
8179,Manchester United,Manchester City,1,2,45,55, 5,3,15,10,345,438,345,438,29,23,27,42,9,4,3,1,3,5,0,0,13,21
8175,Liverpool,West Ham United,0,0,65,35, 8,1,20,11,597,315,597,315,18,29,18,47,12,2,4,0,0,1,0,0,8,5
8178,Tottenham Hotspur,Everton,2,2,61.9,38.1, 7,4,20,9,516,309,516,309,19,34,44,44,7,6,2,2,1,1,0,0,17,8
8174,Chelsea,Sunderland,2,1,61.7,38.3, 3,0,16,8,514,319,514,319,20,23,27,26,8,5,3,1,0,2,0,0,9,16
8176,Newcastle United,Fulham,1,0,49.6,50.4, 5,2,28,8,404,432,404,432,20,20,24,46,10,3,4,0,2,2,0,0,13,11
8177,Queens Park Rangers,Wigan Athletic,1,1,32.1,67.9, 1,7,9,18,264,589,264,589,29,21,23,26,2,10,3,2,2,3,1,0,9,12
8171,Reading,Southampton,0,2,39.4,60.6, 2,4,10,13,312,520,312,520,28,22,20,50,8,4,1,6,0,0,0,0,6,11
8170,Norwich City,Swansea City,2,2,34.7,65.3, 4,7,12,18,294,571,294,571,24,18,32,40,2,5,0,1,5,3,0,0,8,16
8172,Stoke City,Aston Villa,1,3,45.6,54.4, 3,6,13,12,333,406,333,406,15,22,22,39,4,2,2,3,3,1,0,0,16,12
8173,West Bromwich Albion,Arsenal,1,2,51.9,48.1, 5,6,19,11,442,419,442,419,15,15,14,41,6,4,6,1,2,4,0,1,7,16
8169,Fulham,Queens Park Rangers,3,2,48.3,51.7, 3,7,9,21,404,432,404,432,17,16,41,15,3,6,6,4,2,1,1,0,12,7
8168,Aston Villa,Liverpool,1,2,46.5,53.5, 4,7,10,23,452,538,452,538,27,21,19,29,7,8,3,6,1,1,0,0,9,9
8160,Arsenal,Reading,4,1,70.1,29.9, 6,2,26,5,673,276,673,276,11,19,14,39,11,3,3,1,0,1,0,0,10,14
8162,Manchester City,Newcastle United,4,0,63.6,36.4, 9,1,21,5,544,303,544,303,14,16,23,47,9,2,6,3,0,2,0,0,7,9
8163,Southampton,Chelsea,2,1,50.8,49.2, 4,2,12,9,438,426,438,426,20,19,33,30,7,7,3,3,2,1,0,0,13,8
8161,Everton,Stoke City,1,0,54,46, 6,3,18,11,397,330,397,330,15,26,43,37,4,3,1,2,1,3,0,0,13,18
8164,Sunderland,Manchester United,0,1,38.6,61.4, 1,8,9,14,330,541,330,541,23,21,15,52,3,6,1,3,3,1,0,0,12,9
8165,Swansea City,Tottenham Hotspur,1,2,62.7,37.3, 3,7,15,10,639,377,639,377,30,24,23,50,5,2,4,0,2,4,0,0,5,10
8166,West Ham United,West Bromwich Albion,3,1,39.5,60.5, 5,7,14,19,291,471,291,471,13,17,64,17,5,3,3,2,1,1,0,1,11,14
8167,Wigan Athletic,Norwich City,1,0,52.8,47.2, 3,0,14,7,391,345,391,345,20,18,49,28,10,3,4,4,1,2,0,0,14,12
8157,Sunderland,Norwich City,1,1,65.1,34.9, 6,1,15,8,451,231,451,231,16,16,30,45,5,9,3,1,1,3,0,1,12,14
8158,Tottenham Hotspur,Fulham,0,1,59.5,40.5, 3,2,15,7,503,344,503,344,13,20,36,40,5,5,1,4,1,1,0,0,10,8
8156,Chelsea,West Ham United,2,0,63.8,36.2, 11,5,24,13,539,282,539,282,13,17,31,44,5,5,1,0,0,2,0,0,5,14
8159,Wigan Athletic,Newcastle United,2,1,49.8,50.2, 4,2,16,9,417,427,417,427,21,21,21,29,7,3,1,6,1,2,0,0,9,12
8151,Everton,Manchester City,2,0,40.6,59.4, 3,8,12,20,270,435,270,435,20,10,29,36,13,6,3,0,3,3,1,0,16,10
8150,Aston Villa,Queens Park Rangers,3,2,60.1,39.9, 6,7,13,21,467,313,467,313,14,22,23,29,9,6,0,0,3,2,0,0,17,10
8153,Southampton,Liverpool,3,1,47.9,52.1, 11,5,18,10,386,435,386,435,15,21,27,36,7,5,0,6,0,1,0,0,12,10
8154,Stoke City,West Bromwich Albion,0,0,48.5,51.5, 1,4,17,9,342,376,342,376,18,9,21,41,7,1,2,2,2,2,0,0,15,11
8155,Swansea City,Arsenal,0,2,56.9,43.1, 0,6,9,16,618,454,618,454,16,13,28,8,3,7,3,1,1,1,0,0,3,8
8152,Manchester United,Reading,1,0,56.8,43.2, 4,0,16,6,461,338,461,338,20,22,45,32,5,4,0,1,0,2,0,0,6,16
8149,Newcastle United,Stoke City,2,1,56.2,43.8, 4,4,16,8,399,313,399,313,19,21,42,31,14,4,1,3,1,1,0,0,10,14
8148,Liverpool,Tottenham Hotspur,3,2,46.5,53.5, 4,7,12,16,397,452,397,452,27,33,28,24,1,4,6,0,1,1,0,0,9,9
8144,Norwich City,Southampton,0,0,40.9,59.1, 2,5,6,15,280,413,280,413,21,23,27,42,1,7,5,2,2,3,0,0,9,11
8145,Queens Park Rangers,Sunderland,3,1,49.7,50.3, 6,2,15,9,351,349,351,349,31,20,51,42,4,5,0,0,0,2,0,0,4,19
8146,Reading,Aston Villa,1,2,41.5,58.5, 3,4,9,19,285,454,285,454,9,18,27,63,6,1,2,1,2,3,0,0,8,7
8147,West Bromwich Albion,Swansea City,2,1,44.2,55.8, 5,2,14,11,451,572,451,572,19,15,11,35,3,3,1,4,1,1,0,0,11,10
8143,Aston Villa,Manchester City,0,1,47.2,52.8, 1,8,10,20,416,475,416,475,16,24,29,32,6,5,3,1,2,0,0,0,12,14
8142,Tottenham Hotspur,Arsenal,2,1,39.5,60.5, 4,2,11,11,328,504,328,504,21,14,35,19,4,6,5,2,3,1,0,0,21,13
8134,Chelsea,West Bromwich Albion,1,0,52.9,47.1, 9,3,24,7,470,419,470,419,18,18,21,20,9,7,2,1,1,2,0,0,12,17
8135,Everton,Reading,3,1,60,40, 12,5,21,14,432,270,432,270,16,19,51,33,9,10,1,4,1,1,0,0,8,8
8136,Manchester United,Norwich City,4,0,65,35, 7,0,19,1,665,361,665,361,11,21,18,17,7,3,3,2,0,4,0,0,5,14
8137,Southampton,Queens Park Rangers,1,2,67,33, 7,3,21,7,562,275,562,275,22,14,25,45,6,3,3,1,1,3,0,0,7,16
8138,Stoke City,West Ham United,0,1,52.1,47.9, 2,3,9,12,331,305,331,305,25,21,31,61,4,2,2,3,1,2,0,0,12,12
8139,Sunderland,Fulham,2,2,49.5,50.5, 5,5,18,10,406,439,406,439,21,19,16,45,7,3,3,1,1,3,0,0,9,14
8140,Swansea City,Newcastle United,1,0,63.1,36.9, 6,5,12,17,567,317,567,317,23,14,51,29,7,7,1,1,0,2,0,0,9,17
8141,Wigan Athletic,Liverpool,0,4,52.1,47.9, 6,6,14,8,523,480,523,480,20,25,11,30,4,3,0,4,2,2,0,0,12,15
8133,West Ham United,Tottenham Hotspur,2,3,38.3,61.7, 6,13,14,27,282,468,282,468,25,17,38,52,6,12,2,2,4,1,0,0,12,8
8131,Manchester City,Chelsea,2,0,47,53, 6,2,15,9,416,461,416,461,20,17,48,25,6,6,2,1,3,1,0,0,20,5
8132,Newcastle United,Southampton,4,2,41.4,58.6, 4,3,14,11,308,449,308,449,22,27,45,40,7,3,5,3,0,4,0,0,13,15
8126,Fulham,Stoke City,1,0,60.7,39.3, 4,3,20,10,513,322,513,322,13,21,41,28,9,4,1,2,1,3,0,0,7,10
8125,Arsenal,Aston Villa,2,1,63.9,36.1, 7,3,26,8,599,339,599,339,19,17,20,49,12,3,3,3,1,2,0,0,7,10
8127,Norwich City,Everton,2,1,44.8,55.2, 5,3,10,15,397,502,397,502,17,19,26,45,7,5,2,2,1,1,0,0,17,10
8128,Queens Park Rangers,Manchester United,0,2,48.4,51.6, 3,6,14,14,405,440,405,440,23,23,27,35,2,4,1,2,0,0,0,0,11,6
8129,Reading,Wigan Athletic,0,3,29.9,70.1, 0,7,7,17,270,660,270,660,23,11,20,33,2,9,1,1,1,1,1,0,9,11
8130,West Bromwich Albion,Sunderland,2,1,58.9,41.1, 6,5,19,13,487,317,487,317,22,12,28,40,5,5,0,3,2,1,0,0,14,10
8124,Liverpool,Swansea City,5,0,54.3,45.7, 10,2,35,3,555,459,555,459,14,16,8,35,10,1,1,3,0,1,0,0,7,9
8123,Liverpool,West Bromwich Albion,0,2,58.5,41.5, 7,3,25,5,529,377,529,377,19,24,24,32,13,5,4,1,1,4,0,0,10,11
8121,Aston Villa,West Ham United,2,1,48.2,51.8, 3,4,10,15,361,366,361,366,32,25,54,33,4,10,5,3,3,2,0,0,18,13
8122,Manchester United,Everton,2,0,47,53, 6,2,11,11,434,490,434,490,20,22,42,22,7,6,4,1,0,2,0,0,13,11
